"[5942,157,611,1566,6304,2545,5309,4108,6022,4506,525,50,3477,1691,2188,5810,5884,3296,1215,9046]"
"[150,2015,1028,4007,5174,3422,996,601,7262,1167,469,4625,9219,551,7294,165,573,23,1302,3440]"
"[10363,2177,1160,7283,552,1050,3852,5787,1159,2899,4630,4842,2571,4760,2549,917,1134,40,5023,2367]"
"[1028,37,3492,3582,2491,6699,12,401,628,18,11,483,4644,1321,3030,757,2078,1932,1918,75]"
"[3099,8457,2662,2448,6877,1190,108,1673,3914,4176,569,3133,2823,2963,5863,1984,1798,1711,694,2421]"
"[2326,12,549,1891,4165,664,1448,4921,36,2806,550,73,1003,482,1550,2224,1870,1323,106,695]"
"[1448,102,921,104,103,336,73,2822,551,428,279,2338,1895,109,1043,696,571,105,2821,1433]"
"[2821,179,548,549,1043,691,744,937,1166,483,699,104,140,2017,865,5177,862,2419,279,1121]"
"[109,112,927,538,483,2017,1895,113,1587,4251,2854,4210,939,6131,199,2222,953,2437,3617,7822]"
"[114,108,4232,326,309,3977,110,7202,2071,3243,4824,192,68,1423,3052,342,859,36,3272,736]"
"[3170,939,2082,703,199,5473,288,4824,116,921,7775,1083,62,2860,938,1540,4025,1803,3060,3453]"
"[742,507,1477,4108,3165,3634,1870,1121,1122,2652,638,2705,3237,12,64,1550,692,59,2463,392]"
"[1925,105,696,5497,2017,691,300,280,104,1244,253,1004,69,938,2768,7431,2517,649,2853,5]"
"[336,4873,2819,169,480,744,165,2372,6412,2899,106,2653,4268,1313,695,1971,1284,3404,487,651]"
"[124,1284,160,649,2372,3296,2819,927,606,2768,2822,5446,651,305,482,395,1172,68,5694,483]"
"[1983,5053,615,551,1932,585,1931,6583,1495,2076,3848,3690,6408,2535,417,4833,3492,1332,1028,3669]"
"[2924,6132,2440,9606,3124,1828,3566,2586,113,1849,3305,3060,3582,2088,2330,590,2208,903,4654,2078]"
"[1321,3129,5053,45,6846,480,1650,170,1723,3634,945,2327,6545,835,8551,889,673,488,3453,1142]"
"[1908,3075,106,923,696,1121,946,2750,699,1826,489,3814,6434,134,7871,604,2326,3485,1504,114]"
"[2419,1050,699,5053,6790,1056,7585,1251,1550,3337,693,408,2652,6877,983,1666,108,7069,1640,6056]"
"[2463,3030,9,75,309,746,759,215,160,1447,532,1971,121,4644,1167,538,628,37,254,2510]"
"[15,746,136,325,2102,1648,10449,1451,1010,5077,4683,2970,1504,4331,2821,3194,5174,2076,215,5438]"
"[2088,253,1870,6545,546,425,482,1894,3124,1484,103,120,1876,1708,2036,45,2677,1403,501,1662]"
"[3411,353,3659,7650,1650,924,483,1484,181,3977,728,889,10412,1865,4391,7431,8414,3453,7023,1666]"
"[1166,12,1835,1849,930,2091,2362,615,1703,1485,2543,1121,6169,1342,413,3313,1361,1841,757,140]"
"[9735,4226,2619,3551,604,177,18,1983,1997,1529,159,5013,11,1247,6090,4962,923,401,151,4618]"
"[1167,9,482,1922,643,1022,606,1124,225,1504,15,862,3030,3434,483,1214,1453,75,3,429]"
"[150,587,6675,149,4580,59,2652,6638,159,7954,206,630,760,989,3816,4795,910,17,4938,7673]"
"[3147,1121,3170,689,6552,160,1908,3477,695,3027,305,2655,2188,2567,744,2257,11,7585,1484,50]"
"[6835,2677,1708,5507,6412,1323,3560,222,480,4308,2195,5284,546,2215,78,1171,5401,630,1134,3582]"
"[4162,559,4430,705,5136,401,1651,4323,2467,7548,506,113,1322,4220,1558,588,5863,4629,4714,10724]"
"[156,160,1521,4233,1822,1932,6192,903,2822,2392,1978,11,6688,4683,2036,791,424,3939,1460,2176]"
"[1260,159,1028,1321,3030,489,340,835,482,1484,9,429,92,3701,71,112,3,1826,1405,724]"
"[714,8192,267,9800,8475,905,1317,4466,4642,492,50,115,1322,2423,7379,2238,3513,5143,1677,3147]"
"[692,699,394,4384,159,744,917,2567,2824,99,2494,2568,4482,691,4625,1654,517,2,2510,5269]"
"[336,2975,1670,78,757,7505,5087,2263,1001,3813,7462,1435,2136,647,984,897,1166,425,546,834]"
"[12,1287,18,92,159,546,2083,336,3835,692,5077,1708,3477,1244,6312,1088,1513,897,1984,743]"
"[305,488,392,1908,480,5077,4821,1321,170,469,897,1304,1166,1168,140,6488,2240,1662,3147,3027]"
"[7924,759,3538,4474,9419,1477,392,7786,4308,402,3691,4191,9,3154,2470,1011,4609,1944,6688,2990]"
"[4376,411,325,245,2816,218,103,1511,2098,3719,1126,954,2119,763,615,970,6126,924,1523,2619]"
"[1484,4490,2075,482,937,612,3977,6360,4263,7464,1832,8727,950,4827,1123,150,664,1756,4173,45]"
"[2327,92,279,1587,1793,791,2860,785,2298,68,1453,3492,9,1503,3295,8195,501,2075,1460,3147]"
"[8329,532,919,1060,2947,569,1666,533,340,1590,699,3008,8478,1592,190,3882,6804,111,394,4597]"
"[5655,6927,748,2650,99,664,1776,1112,3259,4631,6529,5795,2843,1931,3075,454,83,9219,2510,2692]"
"[2404,1028,18,73,5140,268,1142,3751,3814,1823,481,897,695,835,2017,394,6688,1503,99,9419]"
"[569,122,1870,336,1321,12,11,724,5309,394,897,1835,1971,1244,170,2043,430,758,647,2071]"
"[2224,1284,4573,887,1722,1448,5087,1521,40,4584,1984,2246,1775,903,978,255,995,165,215,535]"
"[574,488,78,538,1501,2089,989,340,159,1932,3359,509,336,805,480,613,913,2318,5174,1386]"
"[2820,279,649,546,401,469,601,159,214,1321,1028,3141,1708,336,1918,3189,1860,5330,170,2893]"
"[3634,2705,137,159,138,702,163,5426,3687,3495,392,1172,2197,1241,11,678,256,3788,3644,6846]"
"[159,4978,845,1716,692,8757,3250,336,394,5930,3027,3899,424,321,997,628,401,695,1313,7188]"
"[6819,737,1460,615,3359,45,1706,3595,140,1305,2510,1708,1703,1698,18,4270,808,817,9612,26]"
"[5762,4490,277,1971,4907,4535,3458,9198,2126,4320,1321,1697,4782,3687,323,7186,6285,953,4918,2075]"
"[4934,2644,279,791,1321,401,7202,2492,920,108,2079,283,115,300,3681,637,250,9,2819,3818]"
"[1870,1321,628,9,482,835,1410,3075,279,18,1342,1028,2078,160,340,11,15,2326,5446,2822]"
"[3483,1166,2575,1716,4845,2022,1004,1217,3991,647,3620,192,3816,2661,1521,1300,1386,1323,3237,4824]"
"[401,3842,1166,2350,177,8445,1342,469,2215,5662,7188,59,215,1313,4144,4330,628,2987,2655,3154]"
"[1875,4559,4708,923,5113,113,11,276,2083,1503,1509,275,4038,1021,392,2313,5555,2767,1206,1842]"
"[118,2134,1425,1057,2207,2817,1281,850,4199,1305,983,762,5065,862,4179,1421,3541,3954,1041,827]"
"[696,695,2015,921,927,2936,18,1386,4921,1770,643,112,1723,1166,919,698,106,291,549,1927]"
"[326,283,927,8966,921,692,699,695,5787,597,1142,29,2237,703,865,528,458,1111,1926,5473]"
"[116,290,744,921,2824,507,840,886,939,4821,2840,1284,2083,279,4025,2022,699,145,697,2543]"
"[6941,628,2775,482,305,7075,1536,1397,1313,2148,3477,4491,4292,303,1305,6135,4000,5223,421,3170]"
"[9,402,538,1646,817,1323,95,2240,4148,4625,92,106,1284,702,1708,2819,119,695,2021,3701]"
"[11,2028,487,2893,1055,1321,322,6545,4934,4033,325,538,1659,3027,1158,8026,3582,2461,1697,2297]"
"[15,695,791,429,5109,482,3194,3214,106,1654,692,938,18,432,73,2821,4665,78,215,2083]"
"[3411,10202,2419,489,1321,1219,1282,8284,115,322,3430,2606,1205,1723,550,140,1650,7105,270,824]"
"[9685,10211,1521,1666,293,4220,98,396,68,2453,1648,3214,662,6569,650,2419,7752,284,1822,3681]"
"[1587,1121,2510,483,481,568,2820,14,724,7017,3526,946,3147,160,1166,759,602,2854,488,1214]"
"[9,697,482,279,160,691,336,921,699,1166,1650,401,4625,698,18,606,917,394,791,1050]"
"[9,1028,946,2089,73,509,18,1405,92,253,2406,2510,3526,1723,862,4323,3194,699,695,225]"
"[6288,8727,3071,554,3231,422,772,4795,179,7723,2975,3883,2558,4030,6286,4609,1639,1512,984,5498]"
"[762,5299,1376,6654,1725,1726,3170,1407,430,2728,759,6050,7820,2513,4328,1060,1713,6552,2705,8123]"
"[7081,3290,2517,92,628,1142,1698,3183,939,8354,1175,930,501,9,1828,5668,692,7202,1511,5053]"
"[4122,4846,2817,3141,3030,1875,50,8969,635,8352,747,268,937,68,3882,7551,10944,394,3921,3052]"
"[2644,7990,8545,647,5985,757,2510,7262,400,1660,15,3404,9,2975,2148,483,7817,145,4,119]"
"[326,865,284,3060,281,8966,4609,1926,437,9,280,279,6318,597,64,3290,1866,959,4500,692]"
"[1166,1548,1977,1121,413,3863,5768,3919,1673,1477,4044,2028,650,1122,946,2406,628,2391,215,1323]"
"[15,506,5863,3295,6876,5715,4617,5667,1319,2384,403,1142,2159,1550,6989,791,2820,136,2126,2326]"
"[18,3492,1174,923,1293,159,6312,1321,3684,457,12,2081,429,2078,1050,1828,897,1984,68,5136]"
"[8179,3551,5283,5394,909,5327,204,2367,8969,2123,953,844,71,967,3572,5159,10279,5002,8818,6390]"
"[2644,2676,4235,1520,4630,7104,2575,6678,124,5446,1023,456,133,3478,116,643,659,10343,1172,4067]"
"[1846,3573,746,5197,1504,413,1648,1663,162,4839,98,15,3147,509,5438,695,10465,7404,2821,628]"
"[150,9,159,487,1826,241,587,697,482,3124,3751,700,606,3295,1847,242,6545,1640,1666,160]"
"[1361,2864,1342,1056,3719,692,699,695,5013,2188,1287,2383,1708,4540,602,2568,4199,3116,4924,525]"
"[492,3485,2463,3562,3882,1476,2937,3030,954,1410,5447,6760,2068,587,1590,6386,724,430,4199,2238]"
"[364,1442,1028,4180,1697,299,5230,608,10531,2291,3617,2571,615,2171,7429,1453,1751,2922,1513,746]"
"[1716,3147,1050,159,2326,489,897,9,3684,4308,336,133,215,1321,3526,6877,1300,920,1870,40]"
"[887,3027,897,170,1050,850,6553,546,7300,5398,1321,59,157,5771,1247,1460,9604,150,1894,11]"
"[628,649,401,1708,2372,1313,7188,1284,1716,73,471,283,1646,160,606,695,394,12,9,846]"
"[1650,1931,5053,11,340,1342,15,170,336,1708,1511,835,18,1703,2258,239,115,2254,1564,1908]"
"[2448,791,2089,8923,3659,2510,2274,268,3196,1316,719,5336,150,2624,1640,6434,1826,7585,1576,3643]"
"[817,349,1021,3165,4108,1000,2819,2411,1797,299,1691,1527,180,2425,1284,3621,9777,607,4868,7300]"
"[1321,3157,170,1983,5427,11,4921,6583,615,1923,1513,6956,2020,5013,1309,159,2997,1435,4924,1677]"
"[5136,4278,777,744,2816,587,5852,4262,6688,1300,2112,757,4025,492,2089,340,2036,639,1823,3360]"
"[4175,1305,639,5911,6846,111,1487,3249,6090,7822,5366,5212,1660,483,8004,5711,3295,1650,4067,1057]"
"[7071,1150,5607,5374,1572,1834,2404,2246,1448,2017,8441,2391,696,5668,2425,5036,1171,9933,1036,663]"
"[2085,152,4708,1875,401,694,2821,9898,5730,2535,983,1860,1674,5370,1042,4384,6220,1944,2263,699]"
"[4563,7224,689,1698,5143,483,673,3850,4924,1501,263,1971,995,1056,485,791,4450,1514,168,3461]"
"[18,628,3513,215,694,9,2015,638,697,1927,2893,253,115,1167,106,1342,695,2,73,1175]"
"[4057,1273,481,1018,2222,950,5810,2089,1475,3453,2726,2421,895,32,487,3440,121,2426,1480,1706]"
"[2842,73,121,551,333,253,628,3194,959,921,1824,8786,695,254,403,328,4350,342,6697,11138]"
"[160,5077,333,1649,4683,482,225,3139,2075,4245,1971,8842,962,549,695,2463,3290,1284,724,2]"
"[2027,4006,1341,9530,6677,628,2071,7142,4376,1284,452,1741,2893,456,1714,5640,11188,4795,1771,3919]"
"[3582,2440,1593,3566,2924,1870,696,489,2415,3492,3295,2330,4633,3184,3005,4710,1653,6767,5185,2767]"
"[3495,1475,1783,9793,5289,1304,6688,3659,5013,777,525,1122,305,2327,1457,675,3295,3147,2075,3140]"
"[1790,3214,283,7282,719,423,7283,3977,748,820,1345,4924,45,10363,4827,5408,3052,1832,4925,6612]"
"[4625,105,917,696,121,302,8666,601,921,2391,5942,295,4474,5770,1005,101,92,4544,2060,2276]"
"[1259,120,960,107,2222,550,2017,1255,300,691,3116,225,962,1826,6708,4331,284,245,3835,2824]"
"[3575,166,11,4294,2858,10511,2612,1592,1206,694,1153,2078,1624,290,2274,2234,743,865,1180,2822]"
"[1716,7888,5094,8107,4218,3293,5017,3435,1552,8946,8621,923,1324,5366,1435,5577,5310,8526,1628,216]"
"[2970,1121,1321,18,1342,1050,12,695,92,1870,1971,2510,2819,489,11,160,253,1716,9,549]"
"[14,1028,3749,241,9,1984,628,214,1215,4630,8154,2880,253,1870,979,2,1440,3485,846,2241]"
"[3861,6688,5835,9735,6697,1153,572,1550,68,897,1033,762,3814,242,2326,2254,506,1870,569,2276]"
"[509,946,3818,1628,3848,2441,2860,3492,638,108,569,649,18,2224,1015,2644,1860,37,225,5625]"
"[422,451,897,1448,3141,394,1708,6688,59,1166,3129,2326,304,5472,1475,6976,1860,128,4,4265]"
"[2970,1313,115,1826,2189,8772,1504,917,157,50,639,111,8039,5015,3290,5447,3216,250,9,4611]"
"[1304,1891,2781,2240,2510,2970,1055,1302,275,8389,1453,322,726,569,394,150,6330,1242,2853,11]"
"[1088,425,4625,1055,1870,92,1028,2326,1663,995,428,2441,2076,1142,4630,2367,903,2276,546,14]"
"[15,9,2819,92,18,160,3526,11,1870,1448,1423,279,1342,68,489,1521,487,482,107,1121]"
"[5032,5018,282,3141,1718,7443,6084,1587,1177,569,2240,2318,2841,1711,4714,2892,3749,2658,3816,665]"
"[5648,1809,11,179,6090,1711,3027,2326,1475,2015,554,2726,817,1716,643,1150,5013,3191,12,1336]"
"[18,160,279,11,9,482,1321,1971,1028,336,744,1050,649,253,1121,145,897,1564,1166,170]"
"[757,1342,3001,2510,150,1313,7255,2644,1247,488,6688,604,277,3191,4007,3842,3872,403,2606,791]"
"[2821,11,476,482,2510,15,694,1447,1650,2899,551,2423,140,538,3882,938,4490,216,1767,4144]"
"[12,1304,279,160,133,2726,1453,639,305,1215,3477,3147,2494,5077,1621,4637,2975,3194,615,628]"
"[8636,4751,420,3237,4328,663,5640,7490,10536,8045,8563,7771,757,2453,2536,2702,1215,6959,7105,921]"
"[1451,6139,8972,1484,9170,2446,4979,4788,1167,4293,2342,1024,1083,1891,15,950,140,4844,1319,1511]"
"[2401,392,2238,4624,7247,3785,1577,1919,2451,1805,569,2448,2205,2656,476,338,3813,4714,1004,4589]"
"[89,501,4350,4983,919,4612,2282,2842,2860,4054,5289,2116,1018,1870,2102,1122,594,113,3744,2015]"
"[305,492,5446,790,2568,3295,2440,1496,2036,250,903,744,4625,2238,160,1453,7017,2406,743,340]"
"[4924,2661,463,402,3477,2126,1655,5053,573,1971,488,5428,429,8545,1870,3882,1761,1835,1083,628]"
"[3333,3479,1158,2,951,50,924,692,3453,920,119,3818,270,114,4124,97,3503,2038,1057,2006]"
"[2342,2137,1260,10535,211,1610,6803,2136,2238,1664,4868,4788,2817,5012,4924,2173,14,1655,3359,1154]"
"[4817,1572,225,1257,69,3245,2804,1504,1166,4293,2075,2464,5289,5023,7148,4021,2112,1883,1984,287]"
"[488,921,1842,1587,1251,1242,5277,2341,3617,2257,325,3588,743,18,7847,573,112,3572,2335,1511]"
"[5806,2393,2050,3358,7060,1938,410,11559,887,3538,23,919,156,2036,8817,974,5136,9505,903,5643]"
"[7841,573,1823,3669,2078,489,5478,250,1142,4934,2015,569,2276,1304,149,1938,2106,49,886,1761]"
"[3816,572,267,2460,509,5136,1539,1011,1143,649,1174,1072,1284,777,401,217,608,1050,638,923]"
"[2,1284,4507,2397,903,3290,728,280,2822,3154,3001,482,2215,3140,1239,1386,469,45,2535,3064]"
"[3669,810,781,1722,3566,8094,4403,638,664,5228,5578,2527,2463,110,4824,6308,119,473,506,1298]"
"[2821,2362,1521,170,3818,68,3290,1055,3582,4194,1284,279,4625,2188,2860,1323,1363,946,5985,36]"
"[488,160,1342,3147,471,1521,762,489,4038,15,2258,1870,4625,336,156,1423,73,1122,18,1166]"
"[68,15,946,12,1521,724,918,6553,140,1716,92,501,253,757,1423,2406,2126,279,1121,170]"
"[6499,9579,1167,1646,50,2781,1122,216,1841,643,538,1511,1564,7142,40,1849,3129,59,396,1932]"
"[873,569,6387,551,40,180,2215,2958,5136,7519,5695,1168,429,292,3848,242,1646,2844,5370,988]"
"[18,279,160,11,9,1321,1971,1028,482,744,336,649,1050,170,1166,145,897,1121,569,253]"
"[1284,2397,5336,615,113,3872,903,4226,3438,71,3170,538,1536,1342,1978,4608,3582,199,4873,3313]"
"[160,18,279,9,11,482,1321,1971,1028,336,744,1050,897,649,1121,92,145,1166,253,159]"
"[628,469,1487,1055,215,3030,3001,1649,2463,791,1870,1846,116,5771,5446,549,1662,480,495,1175]"
"[695,1925,3522,121,3514,1298,651,3324,32,217,18,3124,532,2015,235,4625,4873,50,5136,3495]"
"[548,692,2819,697,695,9,1405,515,12,1219,1660,2823,4706,2107,1492,482,930,1287,329,3526]"
"[282,4630,56,4642,305,2676,744,1261,5052,1456,401,283,3772,4568,4233,423,2963,1251,1960,2823]"
"[680,6819,2349,1058,1304,3842,2297,790,5428,5185,3129,3052,2840,695,1300,2759,2406,487,1567,1025]"
"[1116,8314,9161,840,2760,1300,3054,762,5947,463,2705,211,919,192,7188,370,1767,700,241,2123]"
"[8110,776,836,7032,9634,9077,7835,5827,1175,3977,2584,4333,4862,2015,2221,628,1171,5212,612,2061]"
"[1870,488,897,336,2254,2506,159,2081,1321,92,5987,480,2726,68,78,1828,18,1059,1150,1971]"
"[2819,7032,1828,9,160,501,1593,797,927,2517,1984,2234,1698,744,3645,6553,1521,918,6098,2106]"
"[4927,3295,1651,92,1480,242,994,1828,4597,4262,4161,1028,2274,1011,3411,471,1590,68,160,3598]"
"[226,1316,8091,2691,282,5174,6499,1534,162,1033,7262,150,996,4235,2238,6685,1660,4293,4007,1567]"
"[1172,1706,628,180,2727,9131,6706,2381,2039,1175,5569,140,1043,11,5884,1870,693,696,18,553]"
"[1650,305,11,413,4038,4326,12,3170,3458,242,2372,4630,133,4292,2820,983,336,3751,7202,1587]"
"[1273,785,1024,959,1244,3725,108,4615,1322,1121,1239,4284,2004,5432,4788,1813,29,150,1088,5942]"
"[223,2785,307,94,8279,8866,7254,332,777,3206,1322,2425,10689,9782,37,2031,1048,9478,40,2176]"
"[1567,571,7102,1095,7835,719,1141,8987,1323,2817,1897,1440,2159,4308,3744,1460,3485,1971,538,7104]"
"[5284,5507,2071,6537,993,758,8681,6688,757,4037,574,5873,925,9,3603,3639,82,538,1860,6499]"
"[5683,5382,4165,6439,509,2081,4263,695,5780,532,217,2075,4201,3684,1164,10724,5947,403,3084,1895]"
"[563,1733,3139,1243,680,895,4084,7178,4784,695,7839,5224,4081,5185,788,5370,5371,5274,3294,4330]"
"[517,552,1050,700,917,302,105,6499,530,3816,488,2661,4938,157,3237,763,9161,1313,3257,8647]"
"[402,1060,401,649,300,4630,744,2150,2818,253,168,1168,692,5109,903,927,2039,840,889,928]"
"[664,665,1927,2019,5304,572,68,2246,408,4889,2419,482,1759,1938,1453,3850,548,1058,2902,1572]"
"[506,507,9887,392,957,2543,5852,1529,695,2083,3298,4625,1510,963,401,2084,2955,9565,315,10596]"
"[170,18,1166,1521,481,1342,724,647,279,3141,1142,471,1423,2441,121,336,2112,1823,1177,6688]"
"[3840,633,10958,3386,1317,287,387,1241,1564,4624,1796,1336,1345,184,4245,1284,495,5048,5304,1140]"
"[1554,194,3259,471,3141,5242,1122,4608,282,3788,6545,921,1908,120,1703,1564,1931,1453,817,12]"
"[628,538,73,695,6690,215,2116,4376,1060,457,1166,2392,488,930,759,8354,18,563,5802,939]"
"[5093,1497,4706,4924,703,1323,215,5748,1244,573,2083,4361,2932,283,326,4268,2513,3751,7521,695]"
"[15,1166,551,4625,73,429,1028,1504,1153,336,946,2821,1056,1453,151,1834,2822,12,696,1448]"
"[6056,1501,487,2529,2568,145,573,689,1877,3170,1708,6700,1650,36,4184,5304,4833,471,336,4608]"
"[3336,1713,2899,850,1214,8463,5177,485,4624,552,851,1363,484,4904,9604,2238,140,2362,216,1282]"
"[1510,1177,240,6133,2586,5426,1447,1823,2419,1866,1172,959,168,1496,543,7224,189,3569,810,8772]"
"[73,569,695,553,4625,946,2078,2116,4630,2970,9,3027,647,1050,15,288,2768,1313,744,1564]"
"[2454,699,691,1662,2821,1405,2513,509,1177,2406,3295,728,2819,2274,2112,2567,1284,7282,1323,3139]"
"[568,119,2036,757,3582,5985,1447,791,421,9,1977,3360,75,2463,428,2899,587,160,120,215]"
"[692,569,691,3814,18,1673,245,695,954,5185,2568,743,2864,163,15,337,532,4821,5947,3842]"
"[68,5845,7442,3175,9422,835,192,140,2326,550,590,3021,3436,8389,1870,1640,1190,6524,1423,1332]"
"[7032,5092,4730,2697,2548,2263,3541,1487,3044,5013,6304,10732,1214,2816,133,157,5567,5515,270,2889]"
"[2078,8480,1302,947,880,305,1423,4038,150,492,56,569,40,3842,4308,944,846,2510,759,6958]"
"[89,594,5289,458,4054,2088,785,3744,4350,4612,5015,1018,5629,919,7551,145,2102,1749,1614,3254]"
"[206,7986,1745,11,336,3922,4148,1304,989,6688,2820,927,5516,191,37,1168,105,1153,921,333]"
"[628,160,2893,538,759,3027,817,1033,9,649,3882,471,482,36,3001,1215,133,1708,693,1646]"
"[680,4144,2583,606,1321,1251,18,1175,98,849,7283,5053,5128,3516,1255,6958,487,1043,3688,3145]"
"[1321,1503,920,2017,5428,145,2644,702,2368,1453,170,2430,1142,3075,2015,463,945,1242,2781,150]"
"[215,488,1506,720,2584,4860,4247,5748,605,1302,1511,835,2136,3572,3719,3180,58,1007,2567,895]"
"[2631,10614,1996,7953,2246,2004,1822,6295,1316,3864,5770,5185,3882,4172,6588,3816,2625,6360,1142,1403]"
"[903,3477,1566,571,1745,3526,3191,4108,4506,1691,3701,18,199,1870,3295,1487,2234,2860,49,1828]"
"[5077,1477,664,1803,6841,3546,4043,3440,2081,6277,4845,78,9477,7379,967,1126,2448,7517,4165,5427]"
"[946,11,279,18,2510,897,1121,791,15,482,628,3194,1168,1521,4144,14,394,1564,121,97]"
"[3716,2263,3669,551,628,1060,1110,402,1366,1304,1677,772,1767,827,471,957,569,94,1002,1870]"
"[2568,160,1342,3147,743,573,40,3129,9,1321,4450,7017,1361,1166,92,1984,2970,279,12,1971]"
"[5507,159,487,9,2558,643,2517,2372,757,2079,946,663,5140,3492,270,5446,3458,50,835,3404]"
"[489,2970,1142,6434,2257,268,103,4625,2385,498,1660,7789,4226,1316,3313,1630,923,1511,651,4602]"
"[1870,1121,921,160,2767,1321,549,3477,1342,295,1060,2017,3075,216,1217,2676,628,2893,835,430]"
"[2189,1403,428,3512,744,2338,11,1302,49,5579,692,482,2970,1050,4384,300,1141,1059,2195,7652]"
"[2935,4927,9413,5702,1038,5583,32,4590,160,5915,50,120,5077,4030,3225,3882,11292,1259,121,225]"
"[4287,121,133,946,2419,5136,4625,170,2840,1908,2076,295,5844,897,746,3818,1164,3360,401,1028]"
"[4500,2313,63,989,279,1651,1028,1123,4764,2425,2820,4402,3228,430,3690,657,992,3598,10365,846]"
"[482,336,159,1342,18,279,68,1166,170,1050,394,6688,471,1448,2372,897,1028,12,846,946]"
"[9634,4924,1666,2819,9016,293,68,9685,1263,1492,2821,1822,1156,2100,1713,6220,4329,994,396,3681]"
"[120,1927,107,4901,550,2970,1832,1722,225,4506,887,960,699,665,7293,1491,9,402,7860,5398]"
"[700,121,695,104,1895,649,105,1060,328,300,918,1043,1244,1313,744,651,3165,507,1925,253]"
"[3664,12,5963,159,665,2806,253,678,3064,2221,2759,4591,1374,2726,5694,68,396,6174,9468,5577]"
"[2291,655,1305,7262,5104,1661,2293,1266,571,1908,150,3440,956,1217,2790,4705,115,4330,3326,1210]"
"[279,18,253,1321,862,160,9,482,744,1028,606,73,1448,2819,483,697,2822,2338,921,549]"
"[239,2148,1512,1503,803,1164,2584,5498,2773,392,4850,602,538,817,9679,772,2397,1240,1860,1274]"
"[2020,927,1345,756,1891,3744,4921,235,2234,4706,965,3634,3001,7817,700,4466,2567,4025,2999,283]"
"[552,1345,1004,665,4175,168,1566,1815,614,615,1875,965,7579,5507,3165,1167,93,94,3359,4924]"
"[507,3472,2083,2022,5577,5625,268,651,1172,3659,192,2652,1783,169,1453,703,3165,4466,1423,2081]"
"[1050,628,897,119,429,744,2819,279,569,7650,606,1028,482,4630,160,290,506,509,483,5140]"
"[160,11,18,9,279,649,1971,336,1028,744,482,1321,897,253,145,1121,488,215,2820,921]"
"[4308,169,1284,7102,2282,1448,607,5787,922,6572,106,290,2823,1259,1313,3681,6904,4490,5695,7382]"
"[7773,3141,638,569,2076,92,18,50,647,2257,170,1628,946,3052,2297,7990,2558,1697,1279,3882]"
"[11,18,538,1242,2222,107,1650,160,2535,300,50,3001,2558,7255,3882,6545,104,1870,430,694]"
